group	name	chemical formula	neutral mass	rt (min)	protocol	assertion value	assertion confidence
M94_I02	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I02	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I02	beta-alanine	C3H7NO2	89.04767847	14.4	WoM	N	1
M94_I02	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I02	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M94_I02	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I02	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	4
M94_I03	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I03	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I03	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	5
M94_I03	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I03	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M94_I03	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	5
M94_I03	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I03	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I03	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I03	aspartate	C4H7NO4	133.0375077	14.2	WoM	I	5
M94_I04	adenine	C5H5N5	135.0544952	5.2	WoM	E	5
M94_I04	guanine	C5H5N5O	151.0494098	8.42	WoM	E	5
M94_I04	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	5
M94_I04	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	3
M94_I04	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	3
M94_I04	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	2
M94_I04	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I04	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I04	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	5
M94_I04	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	3
M94_I04	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I04	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	E	4
M94_I04	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M94_I04	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	5
M94_I04	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	N	1
M94_I04	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I04	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I04	alanine	C3H7NO2	89.04767847	11.75	WoM	E	3
M94_I04	lactate	C3H6O3	90.03169405	8.05	WoM	I	3
M94_I04	fumarate	C4H4O4	116.0109586	16	WoM	E	4
M94_I04	succinate	C4H6O4	118.0266087	13.85	WoM	E	3
M94_I04	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M94_I04	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I04	salicylate	C7H6O3	138.0316941	2.8	WoM	N	1
M94_I04	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	5
M94_I05	adenine	C5H5N5	135.0544952	5.2	WoM	E	1
M94_I05	adenosine	C10H13N5O4	267.0967539	5.3	WoM	E	5
M94_I05	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	N	1
M94_I05	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	3
M94_I05	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	2
M94_I05	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	2
M94_I05	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	4
M94_I05	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I05	uracil	C4H4N2O2	112.0272774	3.5	WoM	N	1
M94_I05	uric acid	C5H4N4O3	168.02834	11.9	WoM	E	5
M94_I05	xanthine	C5H4N4O2	152.0334254	6.9	WoM	E	2
M94_I05	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	3
M94_I05	betaine	C5H11NO2	117.0789786	7.35	WoM	E	3
M94_I05	ectoine	C6H10N2O2	142.0742276	10.01	WoM	E	5
M94_I05	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	E	3
M94_I05	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M94_I05	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	5
M94_I05	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I05	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I05	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I05	aspartate	C4H7NO4	133.0375077	14.2	WoM	I	5
M94_I05	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	5
M94_I06	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I06	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	3
M94_I06	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I06	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	5
M94_I06	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I06	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I06	lactate	C3H6O3	90.03169405	8.05	WoM	I	5
M94_I06	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I06	alpha-ketoglutarate	C5H6O5	146.0215233	15.4	WoM	N	1
M94_I07	proline	C5H9NO2	115.0633285	9.35	WoM	N	1
M94_I07	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	3
M94_I07	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I07	uracil	C4H4N2O2	112.0272774	3.5	WoM	N	1
M94_I07	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M94_I07	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I07	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	E	2
M94_I07	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M94_I07	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I07	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	E	3
M94_I07	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I07	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I07	beta-alanine	C3H7NO2	89.04767847	14.4	WoM	N	1
M94_I07	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I07	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I08	adenine	C5H5N5	135.0544952	5.2	WoM	E	5
M94_I08	guanine	C5H5N5O	151.0494098	8.42	WoM	E	5
M94_I08	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	5
M94_I08	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	3
M94_I08	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	2
M94_I08	ornithine	C5H12N2O2	132.0898776	13.55	WoM	E	4
M94_I08	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	N	1
M94_I08	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I08	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I08	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	5
M94_I08	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	3
M94_I08	betaine	C5H11NO2	117.0789786	7.35	WoM	E	2
M94_I08	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	E	4
M94_I08	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M94_I08	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	5
M94_I08	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	E	4
M94_I08	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I08	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I08	alanine	C3H7NO2	89.04767847	11.75	WoM	N	1
M94_I08	lactate	C3H6O3	90.03169405	8.05	WoM	I	5
M94_I08	fumarate	C4H4O4	116.0109586	16	WoM	E	3
M94_I08	succinate	C4H6O4	118.0266087	13.85	WoM	E	2
M94_I08	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M94_I08	aspartate	C4H7NO4	133.0375077	14.2	WoM	I	5
M94_I08	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	N	1
M94_I08	citrulline	C6H13N3O3	175.0956913	13.57	WoM	E	4
M94_I08	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	5
M94_I09	adenosine	C10H13N5O4	267.0967539	5.3	WoM	E	4
M94_I09	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	4
M94_I09	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	1
M94_I09	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	4
M94_I09	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	2
M94_I09	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I09	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M94_I09	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I09	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	3
M94_I09	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	4
M94_I09	(cAMP)	C10H12N5O6P	329.0525198	9.7	WoM	E	5
M94_I09	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I09	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I09	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	E	5
M94_I09	beta-alanine	C3H7NO2	89.04767847	14.4	WoM	N	1
M94_I09	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I09	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M94_I09	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I09	alpha-ketoglutarate	C5H6O5	146.0215233	15.4	WoM	E	2
M94_I09	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	5
M94_I10	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	1
M94_I10	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I10	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I10	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	5
M94_I10	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I10	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M94_I10	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	3
M94_I10	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	I	4
M94_I10	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I10	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I10	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I10	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	N	1
M94_I10	aspartate	C4H7NO4	133.0375077	14.2	WoM	I	5
M94_I10	alpha-ketoglutarate	C5H6O5	146.0215233	15.4	WoM	N	1
M94_I11	adenosine	C10H13N5O4	267.0967539	5.3	WoM	E	2
M94_I11	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	5
M94_I11	N-acetyl-L-phenylalanine	C11H13NO3	207.0895433	4.3	WoM	E	3
M94_I11	proline	C5H9NO2	115.0633285	9.35	WoM	E	3
M94_I11	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	2
M94_I11	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I11	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I11	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M94_I11	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I11	ectoine	C6H10N2O2	142.0742276	10.01	WoM	E	4
M94_I11	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	3
M94_I11	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I11	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I11	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I11	lactate	C3H6O3	90.03169405	8.05	WoM	I	3
M94_I11	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I12	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I12	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I12	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M94_I12	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I12	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I12	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I12	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I12	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I12	alpha-ketoglutarate	C5H6O5	146.0215233	15.4	WoM	N	1
M94_I13	adenosine	C10H13N5O4	267.0967539	5.3	WoM	E	2
M94_I13	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	4
M94_I13	proline	C5H9NO2	115.0633285	9.35	WoM	E	2
M94_I13	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	4
M94_I13	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I13	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I13	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M94_I13	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I13	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I13	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I13	lactate	C3H6O3	90.03169405	8.05	WoM	I	2
M94_I13	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I14	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I14	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M94_I14	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I14	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	N	1
M94_I14	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I14	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I14	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I14	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I14	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I15	thymidine	C10H14N2O5	242.0902716	3.02	WoM	E	5
M94_I15	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	2
M94_I15	tyrosine	C9H11NO3	181.0738932	10.62	WoM	N	1
M94_I15	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	2
M94_I15	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I15	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	3
M94_I15	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I15	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I15	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	N	1
M94_I15	beta-alanine	C3H7NO2	89.04767847	14.4	WoM	N	1
M94_I15	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I15	aspartate	C4H7NO4	133.0375077	14.2	WoM	N	1
M94_I16	adenine	C5H5N5	135.0544952	5.2	WoM	E	5
M94_I16	adenosine	C10H13N5O4	267.0967539	5.3	WoM	E	2
M94_I16	guanine	C5H5N5O	151.0494098	8.42	WoM	E	5
M94_I16	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	E	5
M94_I16	methionine	C5H11NO2S	149.0510496	9.15	WoM	E	4
M94_I16	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	E	4
M94_I16	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	E	5
M94_I16	thymine	C5H6N2O2	126.0429274	2.93	WoM	E	5
M94_I16	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	E	3
M94_I16	tyrosine	C9H11NO3	181.0738932	10.62	WoM	E	3
M94_I16	uracil	C4H4N2O2	112.0272774	3.5	WoM	E	5
M94_I16	xanthine	C5H4N4O2	152.0334254	6.9	WoM	E	5
M94_I16	creatinine	C4H7N3O	113.0589119	5.5	WoM	E	3
M94_I16	betaine	C5H11NO2	117.0789786	7.35	WoM	N	1
M94_I16	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	N	1
M94_I16	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	E	4
M94_I16	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	N	1
M94_I16	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	N	1
M94_I16	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	I	5
M94_I16	lactate	C3H6O3	90.03169405	8.05	WoM	N	1
M94_I16	aspartate	C4H7NO4	133.0375077	14.2	WoM	I	5
M94_I16	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	E	4
M94_I16	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	E	4
M94_I16	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	E	3
M9C_ctr	adenine	C5H5N5	135.0544952	5.2	WoM	D	1
M9C_ctr	adenosine	C10H13N5O4	267.0967539	5.3	WoM	D	1
M9C_ctr	cytidine	C9H13N3O5	243.0855205	8.25	WoM	D	1
M9C_ctr	glutamate	C5H9NO4	147.0531578	13.95	WoM	D	1
M9C_ctr	glutamine	C5H10N2O3	146.0691422	12.75	WoM	D	1
M9C_ctr	guanine	C5H5N5O	151.0494098	8.42	WoM	D	1
M9C_ctr	guanosine	C10H13N5O5	283.0916685	9.3	WoM	D	1
M9C_ctr	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	D	1
M9C_ctr	inosine	C10H12N4O5	268.0807695	7.42	WoM	D	1
M9C_ctr	isoleucine	C6H13NO2	131.0946287	8.08	WoM	D	1
M9C_ctr	leucine	C6H13NO2	131.0946287	8.5	WoM	D	1
M9C_ctr	methionine	C5H11NO2S	149.0510496	9.15	WoM	D	1
M9C_ctr	nicotinamide	C6H6N2O	122.0480128	2.85	WoM	D	1
M9C_ctr	ornithine	C5H12N2O2	132.0898776	13.55	WoM	D	1
M9C_ctr	phenylalanine	C9H11NO2	165.0789786	8.1	WoM	D	1
M9C_ctr	proline	C5H9NO2	115.0633285	9.35	WoM	D	1
M9C_ctr	thymidine	C10H14N2O5	242.0902716	3.02	WoM	D	1
M9C_ctr	thymine	C5H6N2O2	126.0429274	2.93	WoM	D	1
M9C_ctr	tryptophan	C11H12N2O2	204.0898776	9.12	WoM	D	1
M9C_ctr	tyrosine	C9H11NO3	181.0738932	10.62	WoM	D	1
M9C_ctr	uracil	C4H4N2O2	112.0272774	3.5	WoM	D	1
M9C_ctr	uridine	C9H12N2O6	244.0695361	5.75	WoM	D	1
M9C_ctr	xanthine	C5H4N4O2	152.0334254	6.9	WoM	D	1
M9C_ctr	betaine	C5H11NO2	117.0789786	7.35	WoM	D	1
M9C_ctr	ectoine	C6H10N2O2	142.0742276	10.01	WoM	D	1
M9C_ctr	y-guanidinobutyrate	C5H11N3O2	145.0851266	12.08	WoM	D	1
M9C_ctr	(pyridoxine)	C8H11NO3	169.0738932	3.2	WoM	D	1
M9C_ctr	"monosaccharides (fructose, mannose, glucose, galactose, inositols)"	C6H12O6	180.0633881	11	WoM	D	1
M9C_ctr	(glycerophosphocholine)	C8H20NO6P	257.102824	12	WoM	D	1
M9C_ctr	"disaccharide 1 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	12.25	WoM	D	1
M9C_ctr	"disaccharide 2 (sucrose, maltose, trehalose, cellobiose, lactose, etc)"	C12H22O11	342.1162115	13.5	WoM	D	1
M9C_ctr	lactate	C3H6O3	90.03169405	8.05	WoM	D	1
M9C_ctr	valine	C5H11NO2	117.0789786	9.58	WoM	D	1
M9C_ctr	succinate	C4H6O4	118.0266087	13.85	WoM	D	1
M9C_ctr	niacin	C6H5NO2	123.0320284	6.82	WoM	D	1
M9C_ctr	pyroglutamate	C5H7NO3	129.0425931	9.75	WoM	D	1
M9C_ctr	salicylate	C7H6O3	138.0316941	2.8	WoM	D	1
M9C_ctr	phenylalaine	C9H11NO2	165.0789786	8.15	WoM	D	1
M9C_ctr	citrulline	C6H13N3O3	175.0956913	13.57	WoM	D	1
M9C_ctr	mannitol	C6H14O6	182.0790382	10.2	WoM	D	1
M9C_ctr	(acetylglutamate)	C7H11NO5	189.0637225	14.35	WoM	D	1
M9C_ctr	(tryptophan)	C11H12N2O2	204.0898776	9.15	WoM	D	1
M9C_ctr	2'-deoxyuridine	C9H12N2O5	228.0746215	3.75	WoM	D	1
M9C_ctr	2'-deoxyguanosine	C10H13N5O4	267.0967539	7.83	WoM	D	1
M9C_ctr	trisacharide (raffinose)	C18H32O16	504.1690349	14.3	WoM	D	1
M9C_ctr	stachyose	C24H42O21	666.2218584	16.31	WoM	D	1
M9C_I01	adenine	C5H5N5	135.0544952	5.2	WoM	I	5
M9C_I01	adenosine	C10H13N5O4	267.0967539	5.3	WoM	I	5
M9C_I01	cytidine	C9H13N3O5	243.0855205	8.25	WoM	I	5
M9C_I01	glutamate	C5H9NO4	147.0531578	13.95	WoM	I	4
M9C_I01	glutamine	C5H10N2O3	146.0691422	12.75	WoM	I	3
M9C_I01	guanine	C5H5N5O	151.0494098	8.42	WoM	I	5
M9C_I01	guanosine	C10H13N5O5	283.0916685	9.3	WoM	I	5
M9C_I01	hypoxanthine	C5H4N4O	136.0385108	5.92	WoM	I	5
M9C_I01	inosine	C10H12N4O5	268.0807695	7.42	WoM	I	5
